trade_date,bar_ts,future_ts_code,future_close,future_per_unit,call_ts_code,call_close,call_settle,put_ts_code,put_close,put_settle,option_per_unit,rate,ttm,iv_call_used,iv_put_used,delta_call,delta_put,combo_delta,target_future_position,gamma_call,gamma_put,vega_call,vega_put,theta_call,theta_put
2025-02-11,2025-02-11T15:00:00.000000,AG2503.SHF,7962.0,15.0,AG2503C7900.SHF,181.0,194.301073170986,AG2503P7900.SHF,98.0,132.30058704257075,15.0,0.0001951142857142857,0.03561643835616438,0.2696846546418964,0.26977609803900116,0.5546231382058165,-0.4453734594485248,0.10924967875729175,-0.10924967875729175,-8.966766162887155e-16,8.966766162887155e-15,5.950453293213599,5.950452048555535,-9.207232128985481,-9.2042343260388
2025-02-12,2025-02-12T15:00:00.000000,AG2503.SHF,7953.0,15.0,AG2503C7900.SHF,160.0,184.22392607841738,AG2503P7900.SHF,109.5,131.23021965866283,15.0,0.0001862142857142857,0.03287671232876712,0.2718025385774673,0.271898196451366,0.5542985796633558,-0.4456979993128529,0.1086005803505029,-0.1086005803505029,-3.145475234917079e-15,1.1233840124703852e-14,5.7139190113619875,5.7139178392855285,-9.677460282320368,-9.675025405511278
2025-02-13,2025-02-13T15:00:00.000000,AG2503.SHF,8019.0,15.0,AG2503C7900.SHF,195.0,210.10711287483835,AG2503P7900.SHF,80.0,91.10876190722675,15.0,0.00017927142857142856,0.030136986301369864,0.25822415042668573,0.25830898484215137,0.6397146908701444,-0.36028256003217973,0.2794321308379647,-0.2794321308379647,-5.74583460358579e-15,2.2099363859945343e-15,5.225503664654979,5.225502929779816,-9.200834419272496,-9.198234569572136
2025-02-14,2025-02-14T15:00:00.000000,AG2503.SHF,8246.0,15.0,AG2503C7900.SHF,382.0,376.301208172946,AG2503P7900.SHF,38.0,30.285594864526583,15.0,0.0001926142857142857,0.0273972602739726,0.2629334816709159,0.2630145130492747,0.8480613762188332,-0.1519370522146134,0.6961243240042198,-0.6961243240042198,-5.8518282322837655e-15,5.747331299564413e-16,3.217975851087009,3.217975622359981,-6.372378073873563,-6.368301187963347
2025-02-17,2025-02-17T15:00:00.000000,AG2503.SHF,8006.0,15.0,AG2503C7900.SHF,163.5,184.44671559882093,AG2503P7900.SHF,62.5,78.45356523325091,15.0,0.0001999,0.019178082191780823,0.2820797867327928,0.2821689394116402,0.6386239713885246,-0.361373720753424,0.27725025063510056,-0.27725025063510056,-1.2859290915927242e-14,9.311900318430073e-15,4.165415773410064,4.165415351978259,-12.864087364618172,-12.861883750328388
2025-02-18,2025-02-18T15:00:00.000000,AG2503.SHF,8064.0,15.0,AG2503C7900.SHF,193.5,236.4385778099235,AG2503P7900.SHF,36.5,72.43766688917644,15.0,0.00021630000000000003,0.01643835616438356,0.3417351460456847,0.34181276358664037,0.7173504475319253,-0.2828251746170912,0.4345252729148341,-0.4345252729148341,0.00047458781357307106,0.0005185604696899693,3.5015796672710406,3.5015793604428387,-15.444359778552183,-15.441084297973347
2025-02-19,2025-02-19T15:00:00.000000,AG2504.SHF,8132.0,15.0,AG2504C8100.SHF,257.5,284.87159156766796,AG2504P8100.SHF,229.0,252.87395417437335,15.0,0.00017700117808219177,0.09315068493150686,0.271499989554286,0.2716380776092409,0.5609770669135413,-0.4390146387950833,0.12196242811845803,-0.12196242811845803,-8.595783151055401e-15,8.595783151055401e-16,9.842458180280504,9.842449634166112,-5.756807837129429,-5.7540401360122075
2025-02-20,2025-02-20T15:00:00.000000,AG2504.SHF,8147.0,15.0,AG2504C8100.SHF,270.0,290.16022253409335,AG2504P8100.SHF,223.0,243.16179698757227,15.0,0.00017780934246575345,0.09041095890410959,0.2723638405371457,0.2724996249005198,0.5607845912590282,-0.43920737298580464,0.1215772182732236,-0.1215772182732236,-1.2846239578628747e-14,4.710287845497207e-15,9.705709454440756,9.705701409665059,-5.869428704040104,-5.866633297178055
2025-02-21,2025-02-21T15:00:00.000000,AG2504.SHF,8102.0,15.0,AG2504C8100.SHF,239.0,264.85204946350757,AG2504P8100.SHF,230.5,262.8531640911419,15.0,0.00017871093150684933,0.08767123287671233,0.27651201994158325,0.2766463383194059,0.5273186739939334,-0.47267347017502387,0.05464520381890953,-0.05464520381890953,0.008259587378294242,0.00825958065324965,9.531303904296,9.531296146372881,-6.036532175122318,-6.033714082757058
2025-02-24,2025-02-24T15:00:00.000000,AG2504.SHF,8087.0,15.0,AG2504C8100.SHF,209.0,252.0401996421013,AG2504P8100.SHF,224.5,265.04277960472064,15.0,0.00018313350253807104,0.07945205479452055,0.28433916144072996,0.28447201383300114,0.4715771558349539,-0.5284154041725552,-0.05683824833760126,0.05683824833760126,-6.518783655226554e-15,7.822540386271864e-15,9.06546329198469,9.065456442386694,-6.52249525634457,-6.519650288748892
2025-02-25,2025-02-25T15:00:00.000000,AG2504.SHF,8017.0,15.0,AG2504C8100.SHF,150.0,208.27698441468493,AG2504P8100.SHF,231.5,291.27747399361664,15.0,0.00018480862944162437,0.07671232876712329,0.2772503225132823,0.27738033930771056,0.47090835395543423,-0.5290844943503132,-0.058176140394879006,0.058176140394879006,-7.959740935122949e-15,1.0612987913497265e-14,8.869878689155623,8.869872258165314,-6.4476826869013735,-6.444760486903306
2025-02-26,2025-02-26T15:00:00.000000,AG2504.SHF,7904.0,15.0,AG2504C8100.SHF,95.5,135.39743729314242,AG2504P8100.SHF,290.5,331.38970739893216,15.0,0.0001903989847715736,0.07397260273972603,0.25225894401781257,0.25238819723948835,0.38190535566034567,-0.6180879618019193,-0.2361826061415736,0.2361826061415736,-5.004365450538745e-15,1.4558154037930895e-14,8.228207873118464,8.228202195417051,-5.646322964079644,-5.643091650675615
2025-02-27,2025-02-27T15:00:00.000000,AG2504.SHF,7900.0,15.0,AG2504C8100.SHF,91.0,112.8422810597919,AG2504P8100.SHF,294.5,312.8383516722766,15.0,0.0001984746192893401,0.07123287671232877,0.2310171043500304,0.2311540804058313,0.38058578357282546,-0.6194072843806244,-0.23882150080779896,0.23882150080779896,-1.0246570456404786e-14,6.375643839540756e-15,8.073453215911048,8.073447612246792,-5.271696082148296,-5.268438067890031
2025-02-28,2025-02-28T15:00:00.000000,AG2504.SHF,7853.0,15.0,AG2504C8100.SHF,69.5,91.87263781490935,AG2504P8100.SHF,316.0,338.86173574543255,15.0,0.00020016294416243656,0.0684931506849315,0.22822508019395166,0.22836530699394642,0.2986011533550753,-0.701392511551039,-0.4027913581959637,0.4027913581959637,-6.6826236362370805e-15,1.474785905928183e-14,7.141752395724682,7.141747477755205,-4.793982632585781,-4.790490723596747
2025-03-03,2025-03-03T15:00:00.000000,AG2504.SHF,7890.0,15.0,AG2504C8100.SHF,73.5,91.10854181842569,AG2504P8100.SHF,286.0,301.1171778030956,15.0,0.0001892228426395939,0.06027397260273973,0.22570761789567773,0.22585803987458347,0.2978424858889779,-0.7021511449034146,-0.4043086590144367,0.4043086590144367,-3.4241868262763335e-15,1.5522980279119378e-14,6.7156216702834035,6.71561748176943,-5.076537754005727,-5.073835187657551
2025-03-04,2025-03-04T15:00:00.000000,AG2504.SHF,7938.0,15.0,AG2504C8100.SHF,83.0,109.68530829359996,AG2504P8100.SHF,249.0,271.1698141627083,15.0,0.00018529949238578678,0.057534246575342465,0.23284142421558496,0.23225143082439897,0.37946221750095,-0.6205646078015075,-0.24110239030055747,0.24110239030055747,-1.1952916342295477e-14,9.021068937581492e-15,7.273631358225868,7.273648574983675,-5.947045826504279,-5.926037644179871
2025-03-05,2025-03-05T15:00:00.000000,AG2504.SHF,7987.0,15.0,AG2504C8100.SHF,103.0,120.13323038805147,AG2504P8100.SHF,214.5,233.1345477362561,15.0,0.00018540659898477155,0.0547945205479452,0.22715339842252436,0.2272708181198686,0.3789513591889416,-0.6210434345449702,-0.2420920753560286,0.2420920753560286,-6.905808394307826e-15,4.90089627983136e-15,7.120355567504344,7.120352623831561,-5.96912790294563,-5.966250718858021
2025-03-06,2025-03-06T15:00:00.000000,AG2504.SHF,8058.0,15.0,AG2504C8100.SHF,132.0,146.0462108670952,AG2504P8100.SHF,179.0,187.54194808570406,15.0,0.00018481065989847716,0.052054794520547946,0.22530483697541054,0.22472306311130524,0.465845954233986,-0.5341803141834082,-0.06833435994942216,0.06833435994942216,-8.754385455511844e-16,6.1280698188582905e-15,7.328251039870262,7.32826438389552,-6.420807610342138,-6.398305398466334
2025-03-07,2025-03-07T15:00:00.000000,AG2504.SHF,8048.0,15.0,AG2504C8100.SHF,122.5,146.98767937462952,AG2504P8100.SHF,179.5,198.48460079690017,15.0,0.00018698629441624365,0.049315068493150684,0.2393366112746298,0.2387356387451291,0.46618840280883866,-0.5338380307606417,-0.06764962795180307,0.06764962795180307,-1.1409000723396776e-14,1.2286616163658066e-14,7.128220245608457,7.128233796355103,-7.0107295400765395,-6.987134274797683
2025-03-10,2025-03-10T15:00:00.000000,AG2504.SHF,8056.0,15.0,AG2504C8100.SHF,116.5,138.07188803505858,AG2504P8100.SHF,163.0,182.0768698155725,15.0,0.00018994365482233503,0.0410958904109589,0.24276515301316973,0.24286991816014047,0.46539784091762254,-0.5345979527889763,-0.06920011187135372,0.06920011187135372,-3.0655564661580552e-15,1.4013972416722537e-14,6.510692215406267,6.5106903941844125,-7.827577674236778,-7.824847204153116
2025-03-11,2025-03-11T15:00:00.000000,AG2504.SHF,7994.0,15.0,AG2504C8100.SHF,77.5,112.11087466824486,AG2504P8100.SHF,187.0,218.10980810580153,15.0,0.00018999999999999998,0.038356164383561646,0.25360440183430916,0.25370165357366203,0.3782659560797191,-0.621730433578414,-0.24346447749869488,0.24346447749869488,-1.5566463283544896e-15,6.671341407233528e-15,5.96013680585736,5.960135234075283,-8.034824278426655,-8.031795651921925
