bar_ts,trade_date,nav,capital_used,capital_usage,return_rate
2025-03-31T22:15:00.000000,2025-03-31,982557.9124965065,19851.593621855456,0.02020399344341552,-0.017436173354634543
2025-03-31T22:30:00.000000,2025-03-31,982381.3637627915,19593.142355570424,0.01994453791399634,-0.01761272315102025
2025-03-31T22:45:00.000000,2025-03-31,982557.237707554,19837.26841080795,0.020189427800757054,-0.017436848147648676
2025-03-31T23:00:00.000000,2025-03-31,982638.7061937447,19935.799924617328,0.02028802631013665,-0.017355379171088203
2025-03-31T23:15:00.000000,2025-03-31,982585.8494688878,19913.656649474215,0.020266581958449784,-0.017408236214096817
2025-03-31T23:30:00.000000,2025-03-31,982636.9998909828,19937.506227379206,0.02028979799212847,-0.017357085484120516
2025-03-31T23:45:00.000000,2025-03-31,982457.3566158396,19727.14950252232,0.020079395171383532,-0.01753672984056076
2025-04-01T00:00:00.000000,2025-04-01,982443.388129649,19696.11798871294,0.020048094604422872,-0.01755069841082968
2025-04-01T00:15:00.000000,2025-04-01,982398.388129649,19651.11798871294,0.02000320666865706,-0.017595698681690752
2025-04-01T00:30:00.000000,2025-04-01,982388.1503130777,19661.355805284198,0.02001383648511875,-0.01760593655988485
2025-04-01T00:45:00.000000,2025-04-01,982428.7061937446,19725.799924617328,0.020078607027925348,-0.017565380435106692
2025-04-01T01:00:00.000000,2025-04-01,982450.5314047921,19733.974713569827,0.02008648179501974,-0.017543555092690233
2025-04-01T01:15:00.000000,2025-04-01,982402.7935882208,19706.71253014108,0.020059707340776608,-0.017591293196601798
2025-04-01T01:30:00.000000,2025-04-01,982447.1187992684,19737.387319093577,0.02009002514376174,-0.017546967718754858
2025-04-01T01:45:00.000000,2025-04-01,982430.4124965065,19724.093621855456,0.020076835337103936,-0.01756367412207427
2025-04-01T02:00:00.000000,2025-04-01,982410.2935882208,19714.21253014108,0.02006718848408599,-0.017583793151458305
2025-04-01T02:15:00.000000,2025-04-01,982355.0557716496,19679.45034671234,0.02003293028430941,-0.017639031300513475
